Timestamp	Total RAM	Free RAM	Swap Available	Memory Available	Memory Available at Start	Memory Available at Block Start	Memory Used Since Start	Memory Used Since Block Start	Memory Resident Size	Memory Virtual Size	Message
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'command-line' = '/data_genome1/SharedSoftware/AffymetrixPowerTools/apt-1.15.2-x86_64-intel-linux/bin/apt-probeset-summarize -a rma-sketch -a dabg -p /data_genome1/SharedSoftware/AffymetrixPowerTools/Library/HuEx-1_0-st-v2.r2.pgf -c /data_genome1/SharedSoftware/AffymetrixPowerTools/Library/HuEx-1_0-st-v2.r2.clf -b /data_genome1/SharedSoftware/AffymetrixPowerTools/Library/HuEx-1_0-st-v2.r2.antigenomic.bgp --qc-probesets /data_genome1/SharedSoftware/AffymetrixPowerTools/Library/HuEx-1_0-st-v2.r2.qcc -m /data_genome1/SharedSoftware/AffymetrixPowerTools/Library/HuEx-1_0-st-v2.r2.dt1.hg18.core.mps -o ./output_affy/ ../Raw/All_CEL/GSM1196933_BESC-1.CEL ../Raw/All_CEL/GSM1196934_BESC-2.CEL ../Raw/All_CEL/GSM1196935_BESC-3.CEL ../Raw/All_CEL/GSM1196936_BESC-4.CEL ../Raw/All_CEL/GSM1196937_BESC-5.CEL ../Raw/All_CEL/GSM1196938_BESC-6.CEL ../Raw/All_CEL/GSM1196939_EsoSC-1.CEL ../Raw/All_CEL/GSM1196940_EsoSC-2.CEL ../Raw/All_CEL/GSM1196941_EsoSC-3.CEL ../Raw/All_CEL/GSM1385148_Duodenum-1.CEL ../Raw/All_CEL/GSM1385149_Duodenum-2.CEL ../Raw/All_CEL/GSM1385150_Jejunum-1.CEL ../Raw/All_CEL/GSM1385151_Jejunum-2.CEL ../Raw/All_CEL/GSM1385152_Ileum-1.CEL ../Raw/All_CEL/GSM1385153_Ileum-2.CEL ../Raw/All_CEL/GSM1385154_AC-1.CEL ../Raw/All_CEL/GSM1385155_AC-2.CEL ../Raw/All_CEL/GSM1385156_TC-1.CEL ../Raw/All_CEL/GSM1385157_TC-2.CEL ../Raw/All_CEL/GSM1385158_DC-1.CEL ../Raw/All_CEL/GSM1385159_DC-2.CEL ../Raw/All_CEL/GSM1385160_Duodenum-ALI-1.CEL ../Raw/All_CEL/GSM1385161_Duodenum-ALI-2.CEL ../Raw/All_CEL/GSM1385162_Jejunum-ALI-1.CEL ../Raw/All_CEL/GSM1385163_Jejunum-ALI-2.CEL ../Raw/All_CEL/GSM1385164_Ileum-ALI-1.CEL ../Raw/All_CEL/GSM1385165_Ileum-ALI-2.CEL ../Raw/All_CEL/GSM1385166_AC-ALI-1.CEL ../Raw/All_CEL/GSM1385167_AC-ALI-2.CEL ../Raw/All_CEL/GSM1385168_TC-ALI-1.CEL ../Raw/All_CEL/GSM1385169_TC-ALI-2.CEL ../Raw/All_CEL/GSM1385170_DC-ALI-1.CEL ../Raw/All_CEL/GSM1385171_DC-ALI-2.CEL ../Raw/All_CEL/GSM1420654_Normal_epithelium1.CEL ../Raw/All_CEL/GSM1420655_Normal_epithelium2.CEL ../Raw/All_CEL/GSM1420656_Normal_epithelium3.CEL ../Raw/All_CEL/GSM1420657_Normal_epithelium4.CEL ../Raw/All_CEL/GSM1420658_Normal_epithelium5.CEL ../Raw/All_CEL/GSM1420659_Normal_epithelium6.CEL ../Raw/All_CEL/GSM1420660_Normal_epithelium7.CEL ../Raw/All_CEL/GSM1420661_Tumor1.CEL ../Raw/All_CEL/GSM1420662_Tumor2.CEL ../Raw/All_CEL/GSM1420663_Tumor3.CEL ../Raw/All_CEL/GSM1420664_TYPE_1_SCOUTs4.CEL ../Raw/All_CEL/GSM1420665_TYPE_1_SCOUTs5.CEL ../Raw/All_CEL/GSM1420666_TYPE_1_SCOUTs6.CEL ../Raw/All_CEL/GSM1420667_TYPE_1_SCOUTs7.CEL ../Raw/All_CEL/GSM1420668_TYPE_2_SCOUTs1.CEL ../Raw/All_CEL/GSM1420669_TYPE_2_SCOUTs2.CEL ../Raw/All_CEL/GSM1420670_TYPE_2_SCOUTs3.CEL ../Raw/All_CEL/GSM1585809_BE1-1.CEL ../Raw/All_CEL/GSM1585810_BE1-2.CEL ../Raw/All_CEL/GSM1585811_BE2-1.CEL ../Raw/All_CEL/GSM1585812_BE2-2.CEL ../Raw/All_CEL/GSM1585813_BE3-1.CEL ../Raw/All_CEL/GSM1585814_BE3-2.CEL ../Raw/All_CEL/GSM1585815_BE4-1.CEL ../Raw/All_CEL/GSM1585816_BE4-2.CEL ../Raw/All_CEL/GSM1585817_BE5-1.CEL ../Raw/All_CEL/GSM1585818_BE5-2.CEL ../Raw/All_CEL/GSM1585819_BE6-1.CEL ../Raw/All_CEL/GSM1585820_BE6-2.CEL ../Raw/All_CEL/GSM1585821_BE7-1.CEL ../Raw/All_CEL/GSM1585822_BE7-2.CEL ../Raw/All_CEL/GSM1585823_BE8-1.CEL ../Raw/All_CEL/GSM1585824_BE8-2.CEL ../Raw/All_CEL/GSM1585825_BE9-1.CEL ../Raw/All_CEL/GSM1585826_BE9-2.CEL ../Raw/All_CEL/GSM1585827_BE10-1.CEL ../Raw/All_CEL/GSM1585828_BE10-2.CEL ../Raw/All_CEL/GSM1585829_BE11-1.CEL ../Raw/All_CEL/GSM1585830_BE11-2.CEL ../Raw/All_CEL/GSM1585831_BE12-1.CEL ../Raw/All_CEL/GSM1585832_BE12-2.CEL ../Raw/All_CEL/GSM1585833_BE_ALI_BE7_-1.CEL ../Raw/All_CEL/GSM1585834_BE_ALI_BE7_-2.CEL ../Raw/All_CEL/GSM1585835_Eso_ALI_Eso9_-1.CEL ../Raw/All_CEL/GSM1585836_Eso_ALI_Eso9_-2.CEL ../Raw/All_CEL/GSM1585837_Eso8-1.CEL ../Raw/All_CEL/GSM1585838_Eso8-2.CEL ../Raw/All_CEL/GSM1585839_Eso9-1.CEL ../Raw/All_CEL/GSM1585840_Eso9-2.CEL ../Raw/All_CEL/GSM1585841_GC1-1.CEL ../Raw/All_CEL/GSM1585842_GC1-2.CEL ../Raw/All_CEL/GSM1585843_GC2-1.CEL ../Raw/All_CEL/GSM1585844_GC2-2.CEL ../Raw/All_CEL/GSM1585845_GC3-1.CEL ../Raw/All_CEL/GSM1585846_GC3-2.CEL ../Raw/All_CEL/GSM1585847_GC4-1.CEL ../Raw/All_CEL/GSM1585848_GC4-2.CEL ../Raw/All_CEL/GSM1585849_GC5-1.CEL ../Raw/All_CEL/GSM1585850_GC5-2.CEL ../Raw/All_CEL/GSM1585851_GC6-1.CEL ../Raw/All_CEL/GSM1585852_GC6-2.CEL ../Raw/All_CEL/GSM1585853_GC7-1.CEL ../Raw/All_CEL/GSM1585854_GC7-2.CEL ../Raw/All_CEL/GSM1585855_GC8-1.CEL ../Raw/All_CEL/GSM1585856_GC8-2.CEL ../Raw/All_CEL/GSM1585857_GC9-1.CEL ../Raw/All_CEL/GSM1585858_GC9-2.CEL ../Raw/All_CEL/GSM1585859_GC10-1.CEL ../Raw/All_CEL/GSM1585860_GC10-2.CEL ../Raw/All_CEL/GSM1585861_GC11-1.CEL ../Raw/All_CEL/GSM1585862_GC11-2.CEL ../Raw/All_CEL/GSM1585863_GC12-1.CEL ../Raw/All_CEL/GSM1585864_GC12-2.CEL ../Raw/All_CEL/GSM1585865_GC_ALI_GC7_-1.CEL ../Raw/All_CEL/GSM1585866_GC_ALI_GC7_-2.CEL ../Raw/All_CEL/GSM1585867_KRT5_ALI-1.CEL ../Raw/All_CEL/GSM1585868_KRT5_ALI-2.CEL ../Raw/All_CEL/GSM1585869_Krt5_Eso-1.CEL ../Raw/All_CEL/GSM1585870_Krt5_Eso-2.CEL ../Raw/All_CEL/GSM1585871_KRT7_ALI-1.CEL ../Raw/All_CEL/GSM1585872_KRT7_ALI-2.CEL ../Raw/All_CEL/GSM1585873_Krt7_Eso-1.CEL ../Raw/All_CEL/GSM1585874_Krt7_Eso-2.CEL ../Raw/All_CEL/GSM1614646_Ileum-ALI-3.CEL ../Raw/All_CEL/GSM1614647_Ileum-ALI-4.CEL ../Raw/All_CEL/GSM1701054_patient1_invasive_SC.CEL ../Raw/All_CEL/GSM1701055_patient1_normal.CEL ../Raw/All_CEL/GSM1701056_patient1_STIC.CEL ../Raw/All_CEL/GSM1701057_patient2_invasive_SC.CEL ../Raw/All_CEL/GSM1701058_patient2_normal.CEL ../Raw/All_CEL/GSM1701059_patient2_STIC.CEL ../Raw/All_CEL/GSM1701060_patient3_invasive_SC.CEL ../Raw/All_CEL/GSM1701061_patient3_normal.CEL ../Raw/All_CEL/GSM1701062_patient3_STIC.CEL ../Raw/All_CEL/GSM1701063_patient4_invasive_SC.CEL ../Raw/All_CEL/GSM1701064_patient4_normal.CEL ../Raw/All_CEL/GSM1701065_patient4_STIC.CEL ../Raw/All_CEL/GSM1701066_patient5_invasive_SC.CEL ../Raw/All_CEL/GSM1701067_patient5_normal.CEL ../Raw/All_CEL/GSM1701068_patient5_STIC.CEL ../Raw/All_CEL/GSM1701069_patient6_invasive_SC.CEL ../Raw/All_CEL/GSM1701070_patient6_normal.CEL ../Raw/All_CEL/GSM1701071_patient6_STIC.CEL ../Raw/All_CEL/GSM1701439_FTSC_1.CEL ../Raw/All_CEL/GSM1701440_FTSC_2.CEL ../Raw/All_CEL/GSM1701441_FTSC_ALI_1.CEL ../Raw/All_CEL/GSM1701442_FTSC_ALI_2.CEL ../Raw/All_CEL/GSM808352.CEL ../Raw/All_CEL/GSM808353.CEL ../Raw/All_CEL/GSM808354.CEL ../Raw/All_CEL/GSM808355.CEL ../Raw/All_CEL/GSM808356.CEL ../Raw/All_CEL/GSM808357.CEL ../Raw/All_CEL/GSM808358.CEL ../Raw/All_CEL/GSM808359.CEL ../Raw/All_CEL/GSM808360.CEL ../Raw/All_CEL/GSM808361.CEL ../Raw/All_CEL/GSM808362.CEL ../Raw/All_CEL/GSM808363.CEL ../Raw/All_CEL/GSM808364.CEL ../Raw/All_CEL/GSM808365.CEL ../Raw/All_CEL/GSM808366.CEL ../Raw/All_CEL/GSM808367.CEL ../Raw/All_CEL/GSM808368.CEL ../Raw/All_CEL/GSM808369.CEL ../Raw/All_CEL/GSM808370.CEL ../Raw/All_CEL/GSM808371.CEL ../Raw/All_CEL/GSM808372.CEL ../Raw/All_CEL/GSM808373.CEL ../Raw/All_CEL/GSM808374.CEL ../Raw/All_CEL/GSM808375.CEL ../Raw/All_CEL/GSM808376.CEL ../Raw/All_CEL/GSM808377.CEL ../Raw/All_CEL/GSM808378.CEL ../Raw/All_CEL/GSM808379.CEL'
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'exec-guid' = '75124108-246b-4696-cba3-b9591535920a'
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'program-name' = 'apt-probeset-summarize'
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'program-company' = 'Affymetrix'
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'program-version' = '1.15.2'
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'program-cvs-id' = 'svn://svn.affymetrix.com/apt/projects/apt/branches/APT_1_15_2_BRANCH 57053:57059M'
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'version-to-report' = '1.15.2 svn://svn.affymetrix.com/apt/projects/apt/branches/APT_1_15_2_BRANCH 57053:57059M na'
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'free-mem-at-start' = '214992331161'
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'meta-data-info' = ''
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'cel-files' = ''
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'cdf-file' = ''
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'spf-file' = ''
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'pgf-file' = '/data_genome1/SharedSoftware/AffymetrixPowerTools/Library/HuEx-1_0-st-v2.r2.pgf'
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'clf-file' = '/data_genome1/SharedSoftware/AffymetrixPowerTools/Library/HuEx-1_0-st-v2.r2.clf'
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'bgp-file' = '/data_genome1/SharedSoftware/AffymetrixPowerTools/Library/HuEx-1_0-st-v2.r2.antigenomic.bgp'
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'probeset-ids' = ''
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'meta-probesets' = '/data_genome1/SharedSoftware/AffymetrixPowerTools/Library/HuEx-1_0-st-v2.r2.dt1.hg18.core.mps'
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'probe-class-file' = ''
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'qc-probesets' = '/data_genome1/SharedSoftware/AffymetrixPowerTools/Library/HuEx-1_0-st-v2.r2.qcc'
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'chip-type' = 'HuEx-1_0-st-v2'
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'use-pgf-names' = 'false'
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'cc-chp-output' = 'false'
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'xda-chp-output' = 'false'
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'cc-md-chp-output' = 'false'
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'cc-chp-out-dir' = ''
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'xda-chp-out-dir' = ''
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'cc-md-chp-out-dir' = ''
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'subsample-report' = 'false'
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'report-file' = ''
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'analysis' = 'rma-sketch', 'dabg'
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'summaries' = 'true'
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'feat-effects' = 'false'
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'use-feat-eff' = ''
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'feat-details' = 'false'
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'target-sketch' = ''
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'write-sketch' = 'false'
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'reference-profile' = ''
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'write-profile' = 'false'
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'set-analysis-name' = ''
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'precision' = '5'
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'explain' = ''
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'kill-list' = ''
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'use-disk' = 'true'
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'disk-cache' = '50'
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'store-duplicate-probes' = 'false'
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'a5-global-file' = ''
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'a5-global-file-no-replace' = 'false'
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'a5-group' = ''
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'a5-summaries' = 'false'
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'a5-summaries-use-global' = 'false'
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'a5-feature-effects' = 'false'
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'a5-feature-effects-use-global' = 'false'
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'a5-feature-details' = 'false'
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'a5-feature-details-use-global' = 'false'
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'a5-sketch' = 'false'
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'a5-sketch-use-global' = 'false'
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'a5-global-input-file' = ''
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'a5-input-group' = ''
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'a5-sketch-input-global' = 'false'
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'a5-sketch-input-file' = ''
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'a5-sketch-input-group' = ''
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'a5-sketch-input-name' = ''
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'a5-feature-effects-input-global' = 'false'
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'a5-feature-effects-input-file' = ''
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'a5-feature-effects-input-group' = ''
02/02/2016 14:24:11	257854	136450	262039	205032	205032	205032	0	0	3	24	ProbesetSummarizeEngine: Initial Option 'a5-feature-effects-input-name' = ''
